,S2,S2_conf
"('C(0, 2)', 'C(1, 0)')",0.5017048922380751,0.3863911520797692
"('C(0, 2)', 'C(1, 1)')",0.2440068281540018,0.4288399941439373
"('C(0, 2)', 'C(1, 2)')",0.43522331828754607,0.4535331793385772
"('C(0, 2)', 'C(1, 3)')",0.35356209923332127,0.42697816187237814
"('C(0, 2)', 'C(2, -3)')",0.3717422127457398,0.41402948994135325
"('C(0, 2)', 'C(2, -2)')",0.13340980867176755,0.4695894675905948
"('C(0, 2)', 'C(2, -1)')",0.3289593486275135,0.38550591169334036
"('C(0, 2)', 'C(2, 0)')",0.525439414954298,0.3395492735502858
"('C(0, 2)', 'C(2, 1)')",0.2710858598101813,0.36258321573954677
"('C(0, 2)', 'C(2, 2)')",0.366612676264955,0.45708859647377054
"('C(0, 2)', 'C(2, 3)')",0.30357580839221315,0.3742292890914033
"('C(0, 2)', 'C(3, -3)')",0.30652578871151986,0.3819267825052327
"('C(0, 2)', 'C(3, -2)')",0.2989800813327875,0.41547493181417966
"('C(0, 2)', 'C(3, -1)')",0.2682641209232537,0.44280394934363054
"('C(0, 2)', 'C(3, 0)')",0.3790666014164077,0.3777359861509423
"('C(0, 2)', 'C(3, 1)')",0.34421607983578184,0.3885717423870915
"('C(0, 2)', 'C(3, 2)')",0.3806779570333157,0.4132812755283297
"('C(0, 2)', 'C(3, 3)')",0.27728433317364054,0.4329259103303987
"('C(0, 2)', 'C(4, -3)')",0.29388825013066844,0.3142093767194497
"('C(0, 2)', 'C(4, -2)')",0.4542035061615989,0.436015000089635
"('C(0, 2)', 'C(4, -1)')",0.31186183480310026,0.4071011424612544
"('C(0, 2)', 'C(4, 0)')",0.43019946932061764,0.3941758989641199
"('C(0, 2)', 'C(4, 1)')",0.22782158916012332,0.4154987624792413
"('C(0, 2)', 'C(4, 2)')",0.17323972202022747,0.4704233749227914
"('C(0, 2)', 'C(4, 3)')",0.27543722877861454,0.4182693379850984
"('C(0, 3)', 'C(1, -3)')",0.15654468504024527,0.39619877887272054
"('C(0, 3)', 'C(1, -2)')",0.21266646043417486,0.30631079649907317
"('C(0, 3)', 'C(1, -1)')",0.1588820225599665,0.3223094067358651
"('C(0, 3)', 'C(1, 0)')",0.2717138722406325,0.2996225174861095
"('C(0, 3)', 'C(1, 1)')",0.11218172159556716,0.3660492527574048
"('C(0, 3)', 'C(1, 2)')",0.18951588467551683,0.3164929193416992
"('C(0, 3)', 'C(1, 3)')",0.24867917559727892,0.34310282581593354
"('C(0, 3)', 'C(2, -3)')",0.20379313018849982,0.3753718408982931
"('C(0, 3)', 'C(2, -2)')",0.1565767055598834,0.3250972490372733
"('C(0, 3)', 'C(2, -1)')",0.14928304003297474,0.3197414869341928
"('C(0, 3)', 'C(2, 0)')",0.14178722973367758,0.35533709071115527
"('C(0, 3)', 'C(2, 1)')",0.11948669089057892,0.3682102384578662
"('C(0, 3)', 'C(2, 2)')",0.2558224606778223,0.4001189563193068
"('C(0, 3)', 'C(2, 3)')",0.22069396476331038,0.30508534998140446
"('C(0, 3)', 'C(3, -3)')",0.27025427316090345,0.29073945037395543
"('C(0, 3)', 'C(3, -2)')",0.1634814501436168,0.36097872008330156
"('C(0, 3)', 'C(3, -1)')",0.2114812365567179,0.35177157287694444
"('C(0, 3)', 'C(3, 0)')",0.1910472462971154,0.35354212122007933
"('C(0, 3)', 'C(3, 1)')",0.25117979517617844,0.311797015007238
"('C(0, 3)', 'C(3, 2)')",0.2151251094270611,0.36511528960690176
"('C(0, 3)', 'C(3, 3)')",0.21470690535276912,0.3336102439057859
"('C(0, 3)', 'C(4, -3)')",0.20527215332943263,0.25867133151015953
"('C(0, 3)', 'C(4, -2)')",0.20320582140663257,0.3494148931662161
"('C(0, 3)', 'C(4, -1)')",0.21551840614310913,0.3367768971670493
"('C(0, 3)', 'C(4, 0)')",0.26286771646979473,0.3324772748243595
"('C(0, 3)', 'C(4, 1)')",0.16234245724098553,0.31055379306631914
"('C(0, 3)', 'C(4, 2)')",0.21976689223461549,0.3400330965498793
"('C(0, 3)', 'C(4, 3)')",0.22271839499880752,0.3170142495326451
"('C(1, -3)', 'C(1, -2)')",0.12110564718330874,0.37846739688917314
"('C(1, -3)', 'C(1, -1)')",0.024525663226198896,0.38276550136448173
"('C(1, -3)', 'C(1, 0)')",0.12591937913734413,0.4108780059758228
"('C(1, -3)', 'C(1, 1)')",0.003224501681806654,0.38783763694258927
"('C(1, -3)', 'C(1, 2)')",0.10020779806996515,0.3916798597431532
"('C(1, -3)', 'C(1, 3)')",0.03352341671114062,0.41739945301124876
"('C(1, -3)', 'C(2, -3)')",0.2170637356485332,0.3941058456425128
"('C(1, -3)', 'C(2, -2)')",-0.020003877379984228,0.4039406679084343
"('C(1, -3)', 'C(2, -1)')",0.03275451689407338,0.4106375008534558
"('C(1, -3)', 'C(2, 0)')",0.10112083039185343,0.41114349711849474
"('C(1, -3)', 'C(2, 1)')",0.034091706850462075,0.3995308042341369
"('C(1, -3)', 'C(2, 2)')",0.06490592837803877,0.4431815695231951
"('C(1, -3)', 'C(2, 3)')",0.0630795139683406,0.3806952769519634
"('C(1, -3)', 'C(3, -3)')",0.06862608480506355,0.3918160266044155
"('C(1, -3)', 'C(3, -2)')",0.02935909210379604,0.42488428631161634
"('C(1, -3)', 'C(3, -1)')",0.10409698390182143,0.3981827134004848
"('C(1, -3)', 'C(3, 0)')",0.014623287332620083,0.40247356075895135
"('C(1, -3)', 'C(3, 1)')",0.0910950052657734,0.40471770482978925
"('C(1, -3)', 'C(3, 2)')",0.057352910456829054,0.3984123388585679
"('C(1, -3)', 'C(3, 3)')",0.05568837782967395,0.40828964457454825
"('C(1, -3)', 'C(4, -3)')",0.02388383319815271,0.37503798267550864
"('C(1, -3)', 'C(4, -2)')",0.02933699089405804,0.4238190310480397
"('C(1, -3)', 'C(4, -1)')",0.08245674980636461,0.38620416109829214
"('C(1, -3)', 'C(4, 0)')",0.10910658502717051,0.423086898039242
"('C(1, -3)', 'C(4, 1)')",-0.0003809585424733343,0.3827322283662764
"('C(1, -3)', 'C(4, 2)')",-0.03202739264213175,0.41492537044053696
"('C(1, -3)', 'C(4, 3)')",-0.0032857516810103488,0.38973974385800036
"('C(1, -2)', 'C(1, -1)')",0.04210033899235546,0.3345757363872172
"('C(1, -2)', 'C(1, 0)')",0.14792258027748956,0.3005386627703823
"('C(1, -2)', 'C(1, 1)')",-0.004597501915802962,0.35461647719944567
"('C(1, -2)', 'C(1, 2)')",0.07175388997979232,0.3486959142785639
"('C(1, -2)', 'C(1, 3)')",0.08781223288769452,0.3705300282717867
"('C(1, -2)', 'C(2, -3)')",-0.023755088401830188,0.44574486778930084
"('C(1, -2)', 'C(2, -2)')",0.022014472058857953,0.33677648519273273
"('C(1, -2)', 'C(2, -1)')",0.05597722597644311,0.34481749350975166
"('C(1, -2)', 'C(2, 0)')",0.16524412770391628,0.32980152872571755
"('C(1, -2)', 'C(2, 1)')",0.07205547911821751,0.36926600207526517
"('C(1, -2)', 'C(2, 2)')",0.019298926438095443,0.38591265327799634
"('C(1, -2)', 'C(2, 3)')",0.016336321925278306,0.2668938138909956
"('C(1, -2)', 'C(3, -3)')",0.053006058019979936,0.3283465014849763
"('C(1, -2)', 'C(3, -2)')",0.075520523778752,0.3745269326953476
"('C(1, -2)', 'C(3, -1)')",0.16104191411800511,0.3352863807037229
"('C(1, -2)', 'C(3, 0)')",0.07350515155307374,0.34596685710102015
"('C(1, -2)', 'C(3, 1)')",0.0858110420424666,0.3166567105367949
"('C(1, -2)', 'C(3, 2)')",0.024972114226053554,0.39909824925828136
"('C(1, -2)', 'C(3, 3)')",-0.0021674766211007834,0.3522994182693594
"('C(1, -2)', 'C(4, -3)')",0.07177491454790089,0.19400536924879724
"('C(1, -2)', 'C(4, -2)')",-0.007624303682727877,0.3845245945617699
"('C(1, -2)', 'C(4, -1)')",0.11639490510567807,0.3200682730022765
"('C(1, -2)', 'C(4, 0)')",0.05697502198158079,0.35462363876796404
"('C(1, -2)', 'C(4, 1)')",-0.007610217673381218,0.32724443590917857
"('C(1, -2)', 'C(4, 2)')",0.054116489111606006,0.41432435374199195
"('C(1, -2)', 'C(4, 3)')",0.13540439874795007,0.32444621535165974
"('C(1, -1)', 'C(1, 0)')",0.11773327577315747,0.36432226000191603
"('C(1, -1)', 'C(1, 1)')",0.141045118504521,0.3858737869253077
"('C(1, -1)', 'C(1, 2)')",0.11803740087152746,0.349792049047751
"('C(1, -1)', 'C(1, 3)')",0.09306654083720987,0.4018347256770727
"('C(1, -1)', 'C(2, -3)')",0.10839975348278731,0.46210079660668496
"('C(1, -1)', 'C(2, -2)')",0.04346950940468135,0.3598338487751335
"('C(1, -1)', 'C(2, -1)')",0.13202327762436714,0.30999346824913
"('C(1, -1)', 'C(2, 0)')",0.18267470863987098,0.34184603136459857
"('C(1, -1)', 'C(2, 1)')",0.13608213741097575,0.3548313873269777
"('C(1, -1)', 'C(2, 2)')",0.19045177537460162,0.5576557788258172
"('C(1, -1)', 'C(2, 3)')",0.07156095437483553,0.34491114749435114
"('C(1, -1)', 'C(3, -3)')",0.11689171360423567,0.3901036142292604
"('C(1, -1)', 'C(3, -2)')",0.061430639010734436,0.3792692549302877
"('C(1, -1)', 'C(3, -1)')",0.1556018441394137,0.37598377406928823
"('C(1, -1)', 'C(3, 0)')",0.11857689022101664,0.36959374261101186
"('C(1, -1)', 'C(3, 1)')",0.09515328595094484,0.35975700716598413
"('C(1, -1)', 'C(3, 2)')",0.025546306442607247,0.4517516202619973
"('C(1, -1)', 'C(3, 3)')",0.17862573309312044,0.37095709530376647
"('C(1, -1)', 'C(4, -3)')",0.008702430943430928,0.3130294010052752
"('C(1, -1)', 'C(4, -2)')",0.060952659731429756,0.3655345513440757
"('C(1, -1)', 'C(4, -1)')",0.06396208390577972,0.3587161789006538
"('C(1, -1)', 'C(4, 0)')",0.125250233041864,0.41705120921042055
"('C(1, -1)', 'C(4, 1)')",0.018947828835464423,0.3544715920080213
"('C(1, -1)', 'C(4, 2)')",-0.0014967703379331065,0.36645968792188155
"('C(1, -1)', 'C(4, 3)')",0.03790759523944162,0.3930080307709994
"('C(1, 0)', 'C(1, 1)')",0.12058875910535324,0.34880126085656366
"('C(1, 0)', 'C(1, 2)')",0.125365283462416,0.3011007995949777
"('C(1, 0)', 'C(1, 3)')",0.11258826469592885,0.39033935199350767
"('C(1, 0)', 'C(2, -3)')",0.14432156252482664,0.48181955233650203
"('C(1, 0)', 'C(2, -2)')",0.121284941897031,0.2912666948683815
"('C(1, 0)', 'C(2, -1)')",0.11638813570946074,0.26752747603682525
"('C(1, 0)', 'C(2, 0)')",0.0790046593448877,0.3586686178182724
"('C(1, 0)', 'C(2, 1)')",0.08486745807243237,0.38811057946991356
"('C(1, 0)', 'C(2, 2)')",0.08292689356244215,0.5782045778441076
"('C(1, 0)', 'C(2, 3)')",0.1136211477204713,0.3448212001649678
"('C(1, 0)', 'C(3, -3)')",0.20447117692601405,0.35752013023196455
"('C(1, 0)', 'C(3, -2)')",0.09777681827053872,0.3143139441041601
"('C(1, 0)', 'C(3, -1)')",0.09352403329378038,0.39417392121686223
"('C(1, 0)', 'C(3, 0)')",0.07847975858039906,0.34523471698839586
"('C(1, 0)', 'C(3, 1)')",0.11111566923493656,0.33633268329313515
"('C(1, 0)', 'C(3, 2)')",0.15052191193498105,0.4025710548130121
"('C(1, 0)', 'C(3, 3)')",0.1669536457560537,0.3638697124311138
"('C(1, 0)', 'C(4, -3)')",0.07689921337086733,0.27119226727765283
"('C(1, 0)', 'C(4, -2)')",0.09329253583656406,0.3385187686705074
"('C(1, 0)', 'C(4, -1)')",0.11766325291155011,0.3412928428658516
"('C(1, 0)', 'C(4, 0)')",0.10226080457019854,0.35591818074793413
"('C(1, 0)', 'C(4, 1)')",-0.007420694938837926,0.3288016424531701
"('C(1, 0)', 'C(4, 2)')",0.08175361661051485,0.37388901425539867
"('C(1, 0)', 'C(4, 3)')",0.196335145019147,0.3456775526110035
"('C(1, 1)', 'C(1, 2)')",0.195703251039135,0.30135712855656616
"('C(1, 1)', 'C(1, 3)')",0.07827242389749407,0.296081252927476
"('C(1, 1)', 'C(2, -3)')",0.24363889651100712,0.2546775257535779
"('C(1, 1)', 'C(2, -2)')",0.04644692013581565,0.31516193848509005
"('C(1, 1)', 'C(2, -1)')",0.07950795191141061,0.24495042216421167
"('C(1, 1)', 'C(2, 0)')",0.20944629078626267,0.22592095121191255
"('C(1, 1)', 'C(2, 1)')",0.17270372321349137,0.2178424491351463
"('C(1, 1)', 'C(2, 2)')",0.06006516118544861,0.3078164369477549
"('C(1, 1)', 'C(2, 3)')",0.0799250116989377,0.20678186798153272
"('C(1, 1)', 'C(3, -3)')",0.17816555253387356,0.2610658696727344
"('C(1, 1)', 'C(3, -2)')",0.25648527058426923,0.22625762340602046
"('C(1, 1)', 'C(3, -1)')",0.07457102360974219,0.27996451433962044
"('C(1, 1)', 'C(3, 0)')",0.18933048128446556,0.21180793014311985
"('C(1, 1)', 'C(3, 1)')",0.21723755086532576,0.23128065707788703
"('C(1, 1)', 'C(3, 2)')",0.2537545216137355,0.27142672860671513
"('C(1, 1)', 'C(3, 3)')",0.13278791785641642,0.30923118838358143
"('C(1, 1)', 'C(4, -3)')",0.045728988881263644,0.17534865896804835
"('C(1, 1)', 'C(4, -2)')",0.1239980555380361,0.29117799218757984
"('C(1, 1)', 'C(4, -1)')",0.17620015439069175,0.24423393219536305
"('C(1, 1)', 'C(4, 0)')",0.32163895936517617,0.24422289052989843
"('C(1, 1)', 'C(4, 1)')",0.02828444752336236,0.27263101774513854
"('C(1, 1)', 'C(4, 2)')",0.038809625335895756,0.3053294030769765
"('C(1, 1)', 'C(4, 3)')",0.10675874841745336,0.24662195119580405
"('C(1, 2)', 'C(1, 3)')",0.1971627387844668,0.31861210907841697
"('C(1, 2)', 'C(2, -3)')",0.16896000998198674,0.3337930397312814
"('C(1, 2)', 'C(2, -2)')",0.0026974205466302192,0.3393858372489353
"('C(1, 2)', 'C(2, -1)')",0.12502757223260622,0.33479095677833837
"('C(1, 2)', 'C(2, 0)')",0.10673942835890944,0.3421101914301987
"('C(1, 2)', 'C(2, 1)')",0.041115457864805485,0.3226081401699517
"('C(1, 2)', 'C(2, 2)')",0.15378866465240548,0.36539733472266966
"('C(1, 2)', 'C(2, 3)')",0.18529654319866123,0.2884799119310136
"('C(1, 2)', 'C(3, -3)')",0.13002777322700784,0.2855064513560928
"('C(1, 2)', 'C(3, -2)')",0.10701143890508907,0.36166816290906223
"('C(1, 2)', 'C(3, -1)')",0.07309063338415747,0.34844418039091063
"('C(1, 2)', 'C(3, 0)')",0.15148322562892036,0.3324095742313355
"('C(1, 2)', 'C(3, 1)')",0.1487463846674054,0.3089232072816483
"('C(1, 2)', 'C(3, 2)')",0.1926459977694821,0.29095741555926974
"('C(1, 2)', 'C(3, 3)')",0.10754256249354116,0.3113844798835415
"('C(1, 2)', 'C(4, -3)')",0.14995325126912853,0.26063554892059104
"('C(1, 2)', 'C(4, -2)')",0.17861654199642613,0.3814240297735324
"('C(1, 2)', 'C(4, -1)')",0.09650542230607675,0.32749111333250647
"('C(1, 2)', 'C(4, 0)')",0.24559161095791532,0.30693271477854056
"('C(1, 2)', 'C(4, 1)')",0.09068703483209371,0.2979371439051309
"('C(1, 2)', 'C(4, 2)')",0.08121214074203939,0.3056614696615535
"('C(1, 2)', 'C(4, 3)')",0.11601074345933832,0.3058727762996998
"('C(1, 3)', 'C(2, -3)')",0.29434345988938027,0.33236755610044105
"('C(1, 3)', 'C(2, -2)')",0.1698060718074627,0.33862954444088084
"('C(1, 3)', 'C(2, -1)')",0.2645718908564353,0.3491905855125174
"('C(1, 3)', 'C(2, 0)')",0.27258642318624027,0.3538825916809834
"('C(1, 3)', 'C(2, 1)')",0.23109699425953079,0.34215729141558593
"('C(1, 3)', 'C(2, 2)')",0.2748705398844582,0.36579602093246016
"('C(1, 3)', 'C(2, 3)')",0.24819070628040968,0.3100008898751552
"('C(1, 3)', 'C(3, -3)')",0.27766080479710953,0.32257473056434327
"('C(1, 3)', 'C(3, -2)')",0.32061854071914014,0.3451173113958611
"('C(1, 3)', 'C(3, -1)')",0.2337484749672437,0.3503382216243944
"('C(1, 3)', 'C(3, 0)')",0.314302148173378,0.33721246479622535
"('C(1, 3)', 'C(3, 1)')",0.28302327415885387,0.32932339504749747
"('C(1, 3)', 'C(3, 2)')",0.3300317312300175,0.32375747324281456
"('C(1, 3)', 'C(3, 3)')",0.2662546707851915,0.3766334418943264
"('C(1, 3)', 'C(4, -3)')",0.24291366606838014,0.300907641960998
"('C(1, 3)', 'C(4, -2)')",0.3196927647344876,0.3607996027432889
"('C(1, 3)', 'C(4, -1)')",0.2538525696785109,0.3409053133638215
"('C(1, 3)', 'C(4, 0)')",0.4380272833532123,0.35828495179181097
"('C(1, 3)', 'C(4, 1)')",0.22086467912568017,0.31666158681730094
"('C(1, 3)', 'C(4, 2)')",0.23846658190943776,0.30609611928451025
"('C(1, 3)', 'C(4, 3)')",0.24401073503168075,0.32267684995740437
"('C(2, -3)', 'C(2, -2)')",0.2809252480404189,0.4410211604367376
"('C(2, -3)', 'C(2, -1)')",0.32147219961648377,0.43083003068636755
"('C(2, -3)', 'C(2, 0)')",0.3416712398839641,0.44697393436217914
"('C(2, -3)', 'C(2, 1)')",0.2592475264642994,0.47488355384869796
"('C(2, -3)', 'C(2, 2)')",0.31964104052562986,0.4501158935344567
"('C(2, -3)', 'C(2, 3)')",0.31741528844736905,0.41911557705656743
"('C(2, -3)', 'C(3, -3)')",0.28112802410061305,0.44184280490577776
"('C(2, -3)', 'C(3, -2)')",0.3072772670989714,0.4460753502450357
"('C(2, -3)', 'C(3, -1)')",0.31303651244291797,0.4722776436924318
"('C(2, -3)', 'C(3, 0)')",0.2664652409389914,0.46842261583979056
"('C(2, -3)', 'C(3, 1)')",0.28630614849723074,0.45178513182418856
"('C(2, -3)', 'C(3, 2)')",0.29289782804042247,0.4660826936045058
"('C(2, -3)', 'C(3, 3)')",0.24633402751002212,0.4528446319662646
"('C(2, -3)', 'C(4, -3)')",0.3088294118398546,0.41091967478659325
"('C(2, -3)', 'C(4, -2)')",0.3059584570367905,0.470684079617129
"('C(2, -3)', 'C(4, -1)')",0.33951227805211903,0.4407344423662588
"('C(2, -3)', 'C(4, 0)')",0.3293762305576419,0.43376887786975854
"('C(2, -3)', 'C(4, 1)')",0.31418650103510604,0.42461281802727785
"('C(2, -3)', 'C(4, 2)')",0.30491973333819933,0.4360495335967766
"('C(2, -3)', 'C(4, 3)')",0.3238582892755146,0.4376138271302039
"('C(2, -2)', 'C(2, -1)')",0.08386755411791433,0.3119416558641649
"('C(2, -2)', 'C(2, 0)')",0.17989736917669846,0.2519268400517039
"('C(2, -2)', 'C(2, 1)')",0.1131550910503139,0.2767991631402862
"('C(2, -2)', 'C(2, 2)')",0.11594677878717655,0.35511778299244917
"('C(2, -2)', 'C(2, 3)')",0.13732461330826656,0.26841512653381233
"('C(2, -2)', 'C(3, -3)')",0.15381177917870864,0.26863750058482755
"('C(2, -2)', 'C(3, -2)')",0.12734660968734635,0.28739108393247154
"('C(2, -2)', 'C(3, -1)')",0.18960754247313222,0.3283675590834768
"('C(2, -2)', 'C(3, 0)')",0.14396302001440575,0.281749546095173
"('C(2, -2)', 'C(3, 1)')",0.14759797464028462,0.25812020182859846
"('C(2, -2)', 'C(3, 2)')",0.1440707968536144,0.30655430373835685
"('C(2, -2)', 'C(3, 3)')",0.0446078152294357,0.32708705321594117
"('C(2, -2)', 'C(4, -3)')",0.1055436829826972,0.214444388248677
"('C(2, -2)', 'C(4, -2)')",0.13846118989420653,0.3355082878771212
"('C(2, -2)', 'C(4, -1)')",0.15883886140504327,0.28257243115968855
"('C(2, -2)', 'C(4, 0)')",0.22572335687129896,0.25410767880990337
"('C(2, -2)', 'C(4, 1)')",0.06935453018355632,0.2842952259366762
"('C(2, -2)', 'C(4, 2)')",0.13291696366323763,0.3595231792482644
"('C(2, -2)', 'C(4, 3)')",0.15354554028155326,0.34189189295689487
"('C(2, -1)', 'C(2, 0)')",0.1586807539115916,0.38031031976848667
"('C(2, -1)', 'C(2, 1)')",0.0025655740224502788,0.4198014381347311
"('C(2, -1)', 'C(2, 2)')",0.05836547607736092,0.4054683506282215
"('C(2, -1)', 'C(2, 3)')",0.12772212297308175,0.32247778944343836
"('C(2, -1)', 'C(3, -3)')",0.1338508496069397,0.357268242014231
"('C(2, -1)', 'C(3, -2)')",0.15445081468386315,0.4090349702206891
"('C(2, -1)', 'C(3, -1)')",0.09845471284476233,0.3588517299979992
"('C(2, -1)', 'C(3, 0)')",0.13292739558469358,0.4066099435489639
"('C(2, -1)', 'C(3, 1)')",0.17579385222195953,0.32599138676356026
"('C(2, -1)', 'C(3, 2)')",0.2518712643559309,0.3715329169800598
"('C(2, -1)', 'C(3, 3)')",-0.011389634528569142,0.46678789649778074
"('C(2, -1)', 'C(4, -3)')",0.12830830299078014,0.24832976782719143
"('C(2, -1)', 'C(4, -2)')",0.08833483962193246,0.4035894271334341
"('C(2, -1)', 'C(4, -1)')",0.17889973985024776,0.3498698580612174
"('C(2, -1)', 'C(4, 0)')",0.23082755021935805,0.3923768383431019
"('C(2, -1)', 'C(4, 1)')",0.038665500313154855,0.40908108446896074
"('C(2, -1)', 'C(4, 2)')",0.09141544031040322,0.3922449545988424
"('C(2, -1)', 'C(4, 3)')",0.18540024182604398,0.35107987231917526
"('C(2, 0)', 'C(2, 1)')",-0.06150790469069568,0.4095193835560939
"('C(2, 0)', 'C(2, 2)')",0.013763409214678363,0.49628417851702794
"('C(2, 0)', 'C(2, 3)')",0.044230007779151426,0.3308589742876482
"('C(2, 0)', 'C(3, -3)')",-0.014117333347327794,0.38366272941704505
"('C(2, 0)', 'C(3, -2)')",0.07101748512023745,0.3535288727217222
"('C(2, 0)', 'C(3, -1)')",-0.036464436741735384,0.4268438752449284
"('C(2, 0)', 'C(3, 0)')",-0.034190738425761924,0.39576354988486995
"('C(2, 0)', 'C(3, 1)')",0.044305331231297665,0.3585677031039924
"('C(2, 0)', 'C(3, 2)')",0.12109580584432343,0.3558301279520692
"('C(2, 0)', 'C(3, 3)')",-0.0629454309813304,0.3894874975432041
"('C(2, 0)', 'C(4, -3)')",-0.06913475632105527,0.3437401457552728
"('C(2, 0)', 'C(4, -2)')",-0.02667581670043143,0.38385404303801224
"('C(2, 0)', 'C(4, -1)')",0.054986280088528856,0.3445208274000399
"('C(2, 0)', 'C(4, 0)')",0.08665252545492887,0.37902303738806503
"('C(2, 0)', 'C(4, 1)')",-0.06397085809038966,0.3597900508208947
"('C(2, 0)', 'C(4, 2)')",-0.015156079713875448,0.38634614152476165
"('C(2, 0)', 'C(4, 3)')",-0.039449387297982155,0.38095346334515356
"('C(2, 1)', 'C(2, 2)')",0.1941631546910189,0.342483634016642
"('C(2, 1)', 'C(2, 3)')",0.13669343660839006,0.28309038294768735
"('C(2, 1)', 'C(3, -3)')",0.07759490191450549,0.3340511123430324
"('C(2, 1)', 'C(3, -2)')",0.14030472575394198,0.3297209841305046
"('C(2, 1)', 'C(3, -1)')",0.08153678297176564,0.4016736404723591
"('C(2, 1)', 'C(3, 0)')",0.15004900557723097,0.31340722207358573
"('C(2, 1)', 'C(3, 1)')",0.12208628028478527,0.34400380250229257
"('C(2, 1)', 'C(3, 2)')",0.08108958839141184,0.3972478618038114
"('C(2, 1)', 'C(3, 3)')",0.049487759431820835,0.3689893313827659
"('C(2, 1)', 'C(4, -3)')",0.12622806834125563,0.2701496609818203
"('C(2, 1)', 'C(4, -2)')",0.05816838597633457,0.3744148605485918
"('C(2, 1)', 'C(4, -1)')",0.07944666820211795,0.35430861627880317
"('C(2, 1)', 'C(4, 0)')",0.18838670905045213,0.2977737153621505
"('C(2, 1)', 'C(4, 1)')",0.05004820918382619,0.3322542328692195
"('C(2, 1)', 'C(4, 2)')",0.03060462000595411,0.36269027402654413
"('C(2, 1)', 'C(4, 3)')",0.11181490734299576,0.28781675462461564
"('C(2, 2)', 'C(2, 3)')",0.3752289311297693,0.6345951561056203
"('C(2, 2)', 'C(3, -3)')",0.3380544089657085,0.6150820750631559
"('C(2, 2)', 'C(3, -2)')",0.37555956777609073,0.6449197312621027
"('C(2, 2)', 'C(3, -1)')",0.33983215045252513,0.6464194121805663
"('C(2, 2)', 'C(3, 0)')",0.33602597216184654,0.6368885425419084
"('C(2, 2)', 'C(3, 1)')",0.4024586294595444,0.6454558803987408
"('C(2, 2)', 'C(3, 2)')",0.3750805020736804,0.6291366896447919
"('C(2, 2)', 'C(3, 3)')",0.2999278090766254,0.626146886837345
"('C(2, 2)', 'C(4, -3)')",0.2930703436196316,0.620236653715543
"('C(2, 2)', 'C(4, -2)')",0.30554815977841504,0.6720131672985451
"('C(2, 2)', 'C(4, -1)')",0.3481747179148398,0.623976326284156
"('C(2, 2)', 'C(4, 0)')",0.39777897850060284,0.6278790044578187
"('C(2, 2)', 'C(4, 1)')",0.29096959545068424,0.6213755572540103
